,Argument,Attached_value,Document,Segment,Original_value,Node,Type
922,impact_factor_component,"[['mc'], 22, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['mc'], 22, 23]","['methyl_cellulose', 2, 'AltLabel']",SYMBOLIC
927,impact_factor_component,"[['vitamin', 'c'], 18, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['vitamin', 'c'], 18, 20]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
928,impact_factor_component,"[['vitamin', 'c'], 3, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['vitamin', 'c'], 3, 5]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
929,impact_factor_component,"[['vitamin', 'c'], 3, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['vitamin', 'c'], 3, 5]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
931,impact_factor_component,"[['vitamin', 'c'], 19, 21]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods']","[['vitamin', 'c'], 19, 21]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
936,impact_factor_component,"[['vitamin', 'c'], 0, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods', 'figure']","[['vitamin', 'c'], 0, 2]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
943,impact_factor_component,"[['vitamin', 'c'], 0, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effects of coating on vitamin C content, polyphenoloxidase activity and total phenol content of fresh foods', 'figure']","[['vitamin', 'c'], 0, 2]","['vitamin_c', 2, 'PrefLabel']",SYMBOLIC
962,impact_factor_component,"[['methylcellulose-based', 'edible', 'films'], 43, 46]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['methylcellulose-based', 'edible', 'films'], 43, 46]","['methylcellulose_45_based_edible_films', 3, 'PrefLabel']",SYMBOLIC
602,method,"[['method'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['method'], 1, 2]","['method', 0, 'PrefLabel']",SYMBOLIC
607,method,"[['method'], 2, 3]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['method'], 2, 3]","['method', 0, 'PrefLabel']",SYMBOLIC
626,method,"[['method', 'described', 'in', 'astm'], 7, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method', 'described', 'in', 'astm'], 7, 11]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
627,method,"[['standard', 'method'], 6, 8]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['standard', 'method'], 6, 8]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
628,method,"[['methods'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['methods'], 1, 2]","['method', 0, 'FastrPref']",SYMBOLIC
633,method,"[['astm'], 41, 42]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['astm'], 41, 42]","['astm_standard_method', 1, 'AltLabel']",SYMBOLIC
634,method,"[['standard', 'method'], 45, 47]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['standard', 'method'], 45, 47]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
645,method,"[['method', 'again', 'based', 'on', 'astm'], 43, 48]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method', 'again', 'based', 'on', 'astm'], 43, 48]","['astm_d3985_45_95', 4, 'FastrAlt']",SYMBOLIC
660,method,"[['method', 'of', 'astm'], 33, 36]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method', 'of', 'astm'], 33, 36]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
663,method,"[['method'], 22, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method'], 22, 23]","['method', 0, 'PrefLabel']",SYMBOLIC
669,method,"[['method'], 10, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method'], 10, 11]","['method', 0, 'PrefLabel']",SYMBOLIC
672,method,"[['method'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method'], 8, 9]","['method', 0, 'PrefLabel']",SYMBOLIC
675,method,"[['method'], 2, 3]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['method'], 2, 3]","['method', 0, 'PrefLabel']",SYMBOLIC
710,method,"[['astm', 'standard'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['astm', 'standard'], 14, 16]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
711,method,"[['method'], 20, 21]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['method'], 20, 21]","['method', 0, 'PrefLabel']",SYMBOLIC
712,method,"[['astm', 'standard'], 44, 46]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['astm', 'standard'], 44, 46]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
717,method,"[['method'], 11, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Measurement of the OP']","[['method'], 11, 12]","['method', 0, 'PrefLabel']",SYMBOLIC
723,method,"[['astm', 'methods'], 7, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['astm', 'methods'], 7, 9]","['astm_standard_method', 1, 'FastrPref']",SYMBOLIC
724,method,"[['method'], 31, 32]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['method'], 31, 32]","['method', 0, 'PrefLabel']",SYMBOLIC
725,method,"[['method'], 36, 37]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['method'], 36, 37]","['method', 0, 'PrefLabel']",SYMBOLIC
728,method,"[['method'], 44, 45]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['method'], 44, 45]","['method', 0, 'PrefLabel']",SYMBOLIC
778,method,"[['method'], 10, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['method'], 10, 11]","['method', 0, 'PrefLabel']",SYMBOLIC
780,method,"[['method'], 11, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[['method'], 11, 12]","['method', 0, 'PrefLabel']",SYMBOLIC
798,method,"[['method'], 12, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Vitamin C determination']","[['method'], 12, 13]","['method', 0, 'PrefLabel']",SYMBOLIC
809,method,"[['method'], 10, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Total phenol determination']","[['method'], 10, 11]","['method', 0, 'PrefLabel']",SYMBOLIC
820,method,"[['method'], 21, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[['method'], 21, 22]","['method', 0, 'PrefLabel']",SYMBOLIC
961,method,"[['method'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Conclusions'],"[['method'], 1, 2]","['method', 0, 'PrefLabel']",SYMBOLIC
732,o2_permeability,"[['op'], 9, 10]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['3:9:1'], 26, 27], [['in'], 25, 26]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
737,o2_permeability,"[['op'], 15, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['24'], 19, 20], [['g', 'd^-1', 'Pa^-1', 'm^-1'], 30, 34]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
744,o2_permeability,"[['op'], 2, 3]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0.82±0.05)×10', '^', '-9'], 5, 8], [['g', 'd^-1', 'Pa^-1', 'm^-1'], 8, 12]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
751,o2_permeability,"[['op'], 4, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['1990'], 12, 13], [['in'], 24, 25]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
754,o2_permeability,"[['op'], 4, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['9:1'], 25, 26], [['in'], 24, 25]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
757,o2_permeability,"[['op'], 4, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['40'], 32, 33], [['in'], 24, 25]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
758,o2_permeability,"[['op'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0.21×10', '^', '-9'], 9, 12], [['g', 'd^-1', 'Pa^-1', 'm^-1'], 12, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
759,o2_permeability,"[['op'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['30'], 17, 18], [['g', 'd^-1', 'Pa^-1', 'm^-1'], 12, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
765,o2_permeability,"[['op'], 1, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Materials and methods', 'Comparison of the OP results obtained by the present method with those reported in literature']","[[['0'], 8, 9], [['g', 'd^-1', 'Pa^-1', 'm^-1'], 17, 21]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
831,o2_permeability,"[['op'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['(20'], 18, 19], [['g'], 19, 20]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
832,o2_permeability,"[['op'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['(20'], 18, 19], [['g'], 22, 23]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
833,o2_permeability,"[['op'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['(20'], 18, 19], [['in'], 8, 9]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
834,o2_permeability,"[['op'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['(20'], 18, 19], [['in'], 26, 27]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
835,o2_permeability,"[['op'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['100'], 21, 22], [['g'], 19, 20]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
836,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA']","[[['3'], 17, 18], [['in'], 15, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
852,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['20'], 14, 15], [['g'], 15, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
855,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['100'], 18, 19], [['g'], 19, 20]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
858,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['100'], 18, 19], [['g'], 15, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
864,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['25'], 22, 23], [['g'], 19, 20]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
868,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['25'], 22, 23], [['g'], 15, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
874,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['0'], 25, 26], [['g'], 19, 20]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
877,o2_permeability,"[['op'], 8, 9]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['Results and discussion', 'The effect of antioxidants on the OP of edible films containing SA', 'table']","[[['0'], 25, 26], [['g'], 15, 16]]","['o2_permeability', 0, 'AcroAltLabel-0']",QUANTITY
600,packaging,"[['edible', 'film'], 16, 18]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['edible', 'film'], 16, 18]","['edible_film', 3, 'PrefLabel']",SYMBOLIC
601,packaging,"[['edible', 'films'], 37, 39]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['edible', 'films'], 37, 39]","['edible_film', 3, 'FastrPref']",SYMBOLIC
603,packaging,"[['films', 'of', 'various', 'composition'], 16, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['films', 'of', 'various', 'composition'], 16, 20]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
604,packaging,"[['methyl', 'cellulose'], 11, 13]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['methyl', 'cellulose'], 11, 13]","['methyl_cellulose', 3, 'PrefLabel']",SYMBOLIC
605,packaging,"[['edible', 'films'], 15, 17]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['edible', 'films'], 15, 17]","['edible_film', 3, 'FastrPref']",SYMBOLIC
606,packaging,"[['composition'], 27, 28]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['composition'], 27, 28]","['composites', 1, 'FastrPref']",SYMBOLIC
609,packaging,"[['film', 'composition'], 29, 31]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['film', 'composition'], 29, 31]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
610,packaging,"[['mc'], 40, 41]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['mc'], 40, 41]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
611,packaging,"[['edible', 'films'], 42, 44]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['edible', 'films'], 42, 44]","['edible_film', 3, 'FastrPref']",SYMBOLIC
612,packaging,"[['ca'], 21, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['ca'], 21, 22]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
614,packaging,"[['film', 'composition'], 21, 23]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['film', 'composition'], 21, 23]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
615,packaging,"[['ca'], 18, 19]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['ca'], 18, 19]","['polyoxymethylene', 3, 'AcroFastrAlt-0']",SYMBOLIC
616,packaging,"[['compositions'], 5, 6]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['abstract'],"[['compositions'], 5, 6]","['composites', 1, 'FastrPref']",SYMBOLIC
618,packaging,"[['edible', 'film'], 0, 2]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,"['abstract', 'keywords']","[['edible', 'film'], 0, 2]","['edible_film', 3, 'PrefLabel']",SYMBOLIC
619,packaging,"[['edible', 'films'], 3, 5]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 3, 5]","['edible_film', 3, 'FastrPref']",SYMBOLIC
620,packaging,"[['edible', 'films'], 22, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 22, 24]","['edible_film', 3, 'FastrPref']",SYMBOLIC
621,packaging,"[['packaging'], 3, 4]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['packaging'], 3, 4]","['packaging', 0, 'PrefLabel']",SYMBOLIC
622,packaging,"[['edible', 'films'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 14, 16]","['edible_film', 3, 'FastrPref']",SYMBOLIC
623,packaging,"[['edible', 'films'], 12, 14]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 12, 14]","['edible_film', 3, 'FastrPref']",SYMBOLIC
624,packaging,"[['cellulose'], 9, 10]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['cellulose'], 9, 10]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
629,packaging,"[['methyl', 'cellulose'], 16, 18]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['methyl', 'cellulose'], 16, 18]","['methyl_cellulose', 3, 'PrefLabel']",SYMBOLIC
630,packaging,"[['mc'], 19, 20]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['mc'], 19, 20]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
631,packaging,"[['edible', 'films'], 27, 29]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 27, 29]","['edible_film', 3, 'FastrPref']",SYMBOLIC
632,packaging,"[['hydroxypropyl', 'methyl', 'cellulose'], 22, 25]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['hydroxypropyl', 'methyl', 'cellulose'], 22, 25]","['cellulose', 3, 'AcroFastrPref-1']",SYMBOLIC
638,packaging,"[['mc'], 18, 19]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['mc'], 18, 19]","['methyl_cellulose', 3, 'AltLabel']",SYMBOLIC
640,packaging,"[['protein', 'isolate', 'films'], 27, 30]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['protein', 'isolate', 'films'], 27, 30]","['fractionated_soy_protein_films', 3, 'FastrPref']",SYMBOLIC
641,packaging,"[['soy', 'protein', 'isolate'], 26, 29]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['soy', 'protein', 'isolate'], 26, 29]","['proteins', 2, 'AcroFastrPref-1']",SYMBOLIC
642,packaging,"[['wheat', 'gluten'], 20, 22]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['wheat', 'gluten'], 20, 22]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
643,packaging,"[['wheat', 'gluten'], 23, 25]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['wheat', 'gluten'], 23, 25]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
644,packaging,"[['gluten', 'and', 'wheat'], 21, 24]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['gluten', 'and', 'wheat'], 21, 24]","['wheat_gluten', 3, 'FastrPref']",SYMBOLIC
655,packaging,"[['films', 'were', 'lower'], 15, 18]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['films', 'were', 'lower'], 15, 18]","['low_density_polyethylene_films', 4, 'FastrPref']",SYMBOLIC
656,packaging,"[['protein', 'isolate', 'films'], 13, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['protein', 'isolate', 'films'], 13, 16]","['fractionated_soy_protein_films', 3, 'FastrPref']",SYMBOLIC
657,packaging,"[['soy', 'protein', 'isolate'], 12, 15]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['soy', 'protein', 'isolate'], 12, 15]","['proteins', 2, 'AcroFastrPref-1']",SYMBOLIC
658,packaging,"[['wheat', 'gluten'], 9, 11]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['wheat', 'gluten'], 9, 11]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
661,packaging,"[['methyl', 'cellulose'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['methyl', 'cellulose'], 14, 16]","['methyl_cellulose', 3, 'PrefLabel']",SYMBOLIC
662,packaging,"[['bilayer', 'films'], 10, 12]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['bilayer', 'films'], 10, 12]","['cz_spi_bilayer_film', 5, 'FastrPref']",SYMBOLIC
665,packaging,"[['methyl', 'cellulose'], 8, 10]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['methyl', 'cellulose'], 8, 10]","['methyl_cellulose', 3, 'PrefLabel']",SYMBOLIC
667,packaging,"[['edible', 'films'], 37, 39]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 37, 39]","['edible_film', 3, 'FastrPref']",SYMBOLIC
668,packaging,"[['cellulose'], 34, 35]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['cellulose'], 34, 35]","['cellulose', 3, 'PrefLabel']",SYMBOLIC
671,packaging,"[['edible', 'films'], 14, 16]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['edible', 'films'], 14, 16]","['edible_film', 3, 'FastrPref']",SYMBOLIC
673,packaging,"[['films', 'of', 'various', 'composition'], 10, 14]",A method for the measurement of the oxygen permeability and the development of edible films to reduce the rate of oxidative reactions in fresh foods.xml,['Introduction'],"[['films', 'of', 'various', 'composition'], 10, 14]","['pla_cloisite_30b', 4, 'FastrAlt']",SYMBOLIC
