,Argument,Attached_value,Document,Segment,Original_value,Node,Type
1736,temperature,"[['temperature'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[[['190'], 12, 13], [['°C'], 13, 14]]","['temperature', 0, 'PrefLabel']",QUANTITY
1737,temperature,"[['temperature'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[[['30'], 15, 16], [['°C'], 13, 14]]","['temperature', 0, 'PrefLabel']",QUANTITY
1738,packaging,"[['pla'], 9, 10]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 9, 10]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1739,packaging,"[['phb'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 7, 8]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1740,temperature,"[['temperature'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[[['190'], 12, 13], [['°C'], 13, 14]]","['temperature', 0, 'PrefLabel']",QUANTITY
1741,impact_factor_component,"[['polymers'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['polymers'], 1, 2]","['polymer', 2, 'FastrPref']",SYMBOLIC
1742,impact_factor_component,"[['polymers'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['polymers'], 7, 8]","['polymer', 2, 'FastrPref']",SYMBOLIC
1743,packaging,"[['pla'], 9, 10]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 9, 10]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1744,packaging,"[['phb'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 3, 4]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1745,packaging,"[['phbv'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 7, 8]","['poly_3_45_hydroxybutyrate_45_co_45_3_45_hydroxyvalerate_', 3, 'AltLabel']",SYMBOLIC
1746,impact_factor_component,"[['polymers'], 21, 22]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['polymers'], 21, 22]","['polymer', 2, 'FastrPref']",SYMBOLIC
1747,impact_factor_component,"[['phbv'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 7, 8]","['poly_3_45_hydroxybutyrate_45_co_45_valerate_', 2, 'AltLabel']",SYMBOLIC
1748,packaging,"[['pla'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 1, 2]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1749,packaging,"[['phb'], 8, 9]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 8, 9]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1750,packaging,"[['starch'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch'], 6, 7]","['starch', 3, 'PrefLabel']",SYMBOLIC
1751,packaging,"[['pla', 'film'], 18, 20]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla', 'film'], 18, 20]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1752,packaging,"[['pla'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 1, 2]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1753,packaging,"[['pcl'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pcl'], 3, 4]","['polycaprolactones', 3, 'AltLabel']",SYMBOLIC
1754,packaging,"[['pcl'], 31, 32]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pcl'], 31, 32]","['polycaprolactones', 3, 'AltLabel']",SYMBOLIC
1755,packaging,"[['polycaprolactone'], 5, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['polycaprolactone'], 5, 6]","['polycaprolactones', 3, 'FastrPref']",SYMBOLIC
1756,packaging,"[['blending'], 0, 1]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blending'], 0, 1]","['blend', 1, 'FastrPref']",SYMBOLIC
1757,impact_factor_component,"[['nanoclays'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['nanoclays'], 10, 11]","['nanoclay', 2, 'FastrPref']",SYMBOLIC
1758,packaging,"[['pla'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 2, 3]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1759,packaging,"[['polyesters'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['polyesters'], 15, 16]","['polyester', 2, 'FastrPref']",SYMBOLIC
1760,packaging,"[['starch'], 4, 5]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch'], 4, 5]","['starch', 3, 'PrefLabel']",SYMBOLIC
1761,impact_factor_component,"[['sorbitol'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['sorbitol'], 10, 11]","['sorbitol', 2, 'PrefLabel']",SYMBOLIC
1762,impact_factor_component,"[['plasticizers'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['plasticizers'], 6, 7]","['plasticiser', 2, 'FastrAlt']",SYMBOLIC
1763,impact_factor_component,"[['glycerol'], 8, 9]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['glycerol'], 8, 9]","['glycerol', 2, 'PrefLabel']",SYMBOLIC
1764,packaging,"[['pla', 'to', 'a', 'chitosan', 'film'], 2, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla', 'to', 'a', 'chitosan', 'film'], 2, 7]","['clay_pla_nanocomposite_films', 3, 'FastrPref']",SYMBOLIC
1765,impact_factor_component,"[['chitosan', 'film'], 5, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['chitosan', 'film'], 5, 7]","['chitosan_coatings', 3, 'FastrAlt']",SYMBOLIC
1766,packaging,"[['phb'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 7, 8]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1767,packaging,"[['phbv'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 11, 12]","['poly_3_45_hydroxybutyrate_45_co_45_3_45_hydroxyvalerate_', 3, 'AltLabel']",SYMBOLIC
1768,impact_factor_component,"[['phbv'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 11, 12]","['poly_3_45_hydroxybutyrate_45_co_45_valerate_', 2, 'AltLabel']",SYMBOLIC
1769,packaging,"[['pla'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 3, 4]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1770,packaging,"[['phbv'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 1, 2]","['poly_3_45_hydroxybutyrate_45_co_45_3_45_hydroxyvalerate_', 3, 'AltLabel']",SYMBOLIC
1771,packaging,"[['blends'], 21, 22]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blends'], 21, 22]","['blend', 1, 'FastrPref']",SYMBOLIC
1772,packaging,"[['blending'], 0, 1]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blending'], 0, 1]","['blend', 1, 'FastrPref']",SYMBOLIC
1773,impact_factor_component,"[['phbv'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phbv'], 1, 2]","['poly_3_45_hydroxybutyrate_45_co_45_valerate_', 2, 'AltLabel']",SYMBOLIC
1774,packaging,"[['pla'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pla'], 10, 11]","['poly_45_lactic_acid', 3, 'AltLabel']",SYMBOLIC
1775,packaging,"[['phb'], 8, 9]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 8, 9]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1776,packaging,"[['phb'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 15, 16]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1777,packaging,"[['blends'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blends'], 11, 12]","['blend', 1, 'FastrPref']",SYMBOLIC
1778,packaging,"[['pva'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pva'], 2, 3]","['polyvinyl_alcohol', 2, 'AltLabel']",SYMBOLIC
1779,packaging,"[['phb'], 17, 18]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 17, 18]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1780,packaging,"[['phb'], 26, 27]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['phb'], 26, 27]","['polyhydroxybutyrate', 3, 'AltLabel']",SYMBOLIC
1781,packaging,"[['blends'], 29, 30]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blends'], 29, 30]","['blend', 1, 'FastrPref']",SYMBOLIC
1782,packaging,"[['blended'], 15, 16]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blended'], 15, 16]","['blend', 1, 'FastrPref']",SYMBOLIC
1783,packaging,"[['starch-based', 'film'], 22, 24]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch-based', 'film'], 22, 24]","['starch_films', 3, 'AltLabel']",SYMBOLIC
1784,packaging,"[['tps'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 3, 4]","['thermoplastic', 1, 'AcroFastrPref-0']",SYMBOLIC
1785,packaging,"[['thermoplastic', 'starch'], 0, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['thermoplastic', 'starch'], 0, 2]","['thermoplastic', 1, 'AcroFastrPref-1']",SYMBOLIC
1786,packaging,"[['pha'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['pha'], 7, 8]","['polyhydroxyalcanoate', 3, 'AltLabel']",SYMBOLIC
1787,packaging,"[['starch'], 31, 32]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch'], 31, 32]","['starch', 3, 'PrefLabel']",SYMBOLIC
1788,packaging,"[['blended'], 5, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blended'], 5, 6]","['blend', 1, 'FastrPref']",SYMBOLIC
1789,impact_factor_component,"[['tps'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 3, 4]","['plasticiser', 2, 'AcroFastrAlt-0']",SYMBOLIC
1790,impact_factor_component,"[['thermoplastic', 'starch'], 0, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['thermoplastic', 'starch'], 0, 2]","['plasticiser', 2, 'AcroFastrAlt-1']",SYMBOLIC
1791,temperature,"[['processing', 'temperature'], 26, 28]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[[['2009'], 39, 41], [['in'], 29, 30]]","['temperature', 0, 'AcroFastrPref-1']",QUANTITY
1792,packaging,"[['natural', 'rubber'], 4, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['natural', 'rubber'], 4, 6]","['natural_rubber', 2, 'PrefLabel']",SYMBOLIC
1793,packaging,"[['tps'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 2, 3]","['thermoplastic', 1, 'AcroFastrPref-0']",SYMBOLIC
1794,packaging,"[['tps'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 12, 13]","['thermoplastic', 1, 'AcroFastrPref-0']",SYMBOLIC
1795,packaging,"[['blends'], 0, 1]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blends'], 0, 1]","['blend', 1, 'FastrPref']",SYMBOLIC
1796,impact_factor_component,"[['tps'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 2, 3]","['plasticiser', 2, 'AcroFastrAlt-0']",SYMBOLIC
1797,impact_factor_component,"[['tps'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['tps'], 12, 13]","['plasticiser', 2, 'AcroFastrAlt-0']",SYMBOLIC
1798,packaging,"[['starch-based', 'films'], 18, 20]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch-based', 'films'], 18, 20]","['starch_films', 3, 'FastrAlt']",SYMBOLIC
1799,packaging,"[['starch', 'film'], 13, 15]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch', 'film'], 13, 15]","['starch_films', 3, 'FastrPref']",SYMBOLIC
1800,packaging,"[['starch'], 3, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch'], 3, 4]","['starch', 3, 'PrefLabel']",SYMBOLIC
1801,packaging,"[['blending'], 0, 1]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blending'], 0, 1]","['blend', 1, 'FastrPref']",SYMBOLIC
1802,impact_factor_component,"[['starch', 'film'], 13, 15]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch', 'film'], 13, 15]","['poly_n_45_butylacrylate_', 2, 'FastrAlt']",SYMBOLIC
1803,packaging,"[['starch'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['starch'], 12, 13]","['starch', 3, 'PrefLabel']",SYMBOLIC
1804,packaging,"[['blending'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Blends', 'Others']","[['blending'], 11, 12]","['blend', 1, 'FastrPref']",SYMBOLIC
1805,impact_factor_component,"[['bioplastics'], 7, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['bioplastics'], 7, 8]","['bioplastics', 2, 'PrefLabel']",SYMBOLIC
1806,impact_factor_component,"[['polymers'], 30, 31]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['polymers'], 30, 31]","['polymer', 2, 'FastrPref']",SYMBOLIC
1807,packaging,"[['starch'], 5, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 5, 6]","['starch', 3, 'PrefLabel']",SYMBOLIC
1808,packaging,"[['starch', 'films'], 2, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch', 'films'], 2, 4]","['starch_films', 3, 'PrefLabel']",SYMBOLIC
1809,impact_factor_component,"[['starch', 'films'], 2, 4]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch', 'films'], 2, 4]","['poly_n_45_butylacrylate_', 2, 'FastrAlt']",SYMBOLIC
1810,packaging,"[['starch'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 10, 11]","['starch', 3, 'PrefLabel']",SYMBOLIC
1811,impact_factor_component,"[['hydroxyl'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['hydroxyl'], 6, 7]","['hydroxyl', 2, 'PrefLabel']",SYMBOLIC
1812,packaging,"[['mfc'], 8, 9]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['mfc'], 8, 9]","['cellulose', 3, 'AcroFastrPref-0']",SYMBOLIC
1813,packaging,"[['microfibrillar', 'cellulose'], 5, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['microfibrillar', 'cellulose'], 5, 7]","['cellulose', 3, 'AcroFastrPref-1']",SYMBOLIC
1814,packaging,"[['acetic'], 17, 18]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['acetic'], 17, 18]","['polyoxymethylene', 3, 'FastrAlt']",SYMBOLIC
1815,impact_factor_component,"[['mfc'], 8, 9]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['mfc'], 8, 9]","['cellulose', 2, 'AcroFastrPref-0']",SYMBOLIC
1816,impact_factor_component,"[['microfibrillar', 'cellulose'], 5, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['microfibrillar', 'cellulose'], 5, 7]","['cellulose', 2, 'AcroFastrPref-1']",SYMBOLIC
1817,packaging,"[['modified', 'atmosphere', 'packaging'], 14, 17]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['modified', 'atmosphere', 'packaging'], 14, 17]","['packaging', 0, 'AcroPrefLabel-1']",SYMBOLIC
1818,thickness,"[['thickness'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['42'], 3, 4], [['μm'], 6, 7]]","['thickness', 0, 'PrefLabel']",QUANTITY
1819,thickness,"[['thickness'], None, None]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['47'], 5, 6], [['μm'], 6, 7]]","['thickness', 0, 'PrefLabel']",QUANTITY
1820,packaging,"[['starch', 'films'], 4, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch', 'films'], 4, 6]","['starch_films', 3, 'PrefLabel']",SYMBOLIC
1821,packaging,"[['starch'], 12, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 12, 13]","['starch', 3, 'PrefLabel']",SYMBOLIC
1822,impact_factor_component,"[['solvent'], 26, 27]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['solvent'], 26, 27]","['solvent', 1, 'PrefLabel']",SYMBOLIC
1823,impact_factor_component,"[['starch', 'films'], 4, 6]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch', 'films'], 4, 6]","['poly_n_45_butylacrylate_', 2, 'FastrAlt']",SYMBOLIC
1824,impact_factor_component,"[['gelatinized'], 11, 12]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['gelatinized'], 11, 12]","['gelatin', 2, 'FastrPref']",SYMBOLIC
1825,component_qty_value,"[['solvent'], 26, 27]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['2005'], 33, 35]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1826,packaging,"[['cellulose', 'acetate'], 6, 8]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['cellulose', 'acetate'], 6, 8]","['polyoxymethylene', 3, 'AcroFastrAlt-1']",SYMBOLIC
1827,impact_factor_component,"[['cellulose'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['cellulose'], 6, 7]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1828,packaging,"[['cellulose', 'acetate'], 20, 22]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['cellulose', 'acetate'], 20, 22]","['polyoxymethylene', 3, 'AcroFastrAlt-1']",SYMBOLIC
1829,packaging,"[['blend'], 22, 23]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['blend'], 22, 23]","['blend', 1, 'PrefLabel']",SYMBOLIC
1830,impact_factor_component,"[['hydroxyl'], 13, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['hydroxyl'], 13, 14]","['hydroxyl', 2, 'PrefLabel']",SYMBOLIC
1831,impact_factor_component,"[['cellulose'], 20, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['cellulose'], 20, 21]","['cellulose', 2, 'PrefLabel']",SYMBOLIC
1832,component_qty_value,"[['hydroxyl'], 13, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['2000'], 29, 31]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1833,component_qty_value,"[['cellulose'], 20, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['2000'], 29, 31]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1834,packaging,"[['lldpe'], 13, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['lldpe'], 13, 14]","['low_density_polyethylene_films', 4, 'AcroAltLabel-0']",SYMBOLIC
1835,packaging,"[['starch'], 2, 3]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 2, 3]","['starch', 3, 'PrefLabel']",SYMBOLIC
1836,packaging,"[['starch'], 10, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 10, 11]","['starch', 3, 'PrefLabel']",SYMBOLIC
1837,impact_factor_component,"[['native', 'starch'], 9, 11]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['native', 'starch'], 9, 11]","['native_potato_starch', 4, 'FastrPref']",SYMBOLIC
1838,packaging,"[['starch'], 1, 2]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 1, 2]","['starch', 3, 'PrefLabel']",SYMBOLIC
1839,packaging,"[['starch'], 13, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 13, 14]","['starch', 3, 'PrefLabel']",SYMBOLIC
1840,impact_factor_component,"[['native', 'starch'], 12, 14]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['native', 'starch'], 12, 14]","['native_potato_starch', 4, 'FastrPref']",SYMBOLIC
1841,packaging,"[['lldpe'], 9, 10]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['lldpe'], 9, 10]","['low_density_polyethylene_films', 4, 'AcroAltLabel-0']",SYMBOLIC
1842,packaging,"[['starch'], 6, 7]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 6, 7]","['starch', 3, 'PrefLabel']",SYMBOLIC
1843,packaging,"[['pva'], 32, 33]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['pva'], 32, 33]","['polyvinyl_alcohol', 2, 'AltLabel']",SYMBOLIC
1844,packaging,"[['starch'], 24, 25]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['starch'], 24, 25]","['starch', 3, 'PrefLabel']",SYMBOLIC
1845,packaging,"[['proteins'], 45, 46]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['proteins'], 45, 46]","['proteins', 2, 'PrefLabel']",SYMBOLIC
1846,packaging,"[['wheat', 'gluten'], 20, 22]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['wheat', 'gluten'], 20, 22]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
1847,packaging,"[['wheat', 'gluten'], 32, 34]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['wheat', 'gluten'], 32, 34]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
1848,impact_factor_component,"[['proteins'], 45, 46]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['proteins'], 45, 46]","['protein', 2, 'FastrPref']",SYMBOLIC
1849,packaging,"[['wheat', 'gluten'], 11, 13]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['wheat', 'gluten'], 11, 13]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
1850,impact_factor_component,"[['distilled', 'water'], 19, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['distilled', 'water'], 19, 21]","['distilled_water', 2, 'PrefLabel']",SYMBOLIC
1851,component_qty_value,"[['distilled', 'water'], 19, 21]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['7.5'], 32, 33]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
1852,packaging,"[['film', 'structure', 'and', 'by', 'protein'], 21, 26]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['film', 'structure', 'and', 'by', 'protein'], 21, 26]","['fractionated_soy_protein_films', 3, 'FastrPref']",SYMBOLIC
1853,packaging,"[['wheat', 'gluten'], 36, 38]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['wheat', 'gluten'], 36, 38]","['wheat_gluten', 3, 'PrefLabel']",SYMBOLIC
1854,impact_factor_component,"[['protein'], 25, 26]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[['protein'], 25, 26]","['protein', 2, 'PrefLabel']",SYMBOLIC
1855,component_qty_value,"[['protein'], 25, 26]",Application of bioplastics for food packaging.xml,"['Improving the properties of bioplastics', 'Chemical/physical modification']","[[['Ca^2', '+'], 17, 19]]","['component_qty_value', 0, 'PrefLabel']",ADDIMENTIONNAL
