,Attachment,Document,Argument,Span,Category
117,['PCO2'],Barrier properties of chitosan coated polyethylene,permeability,"(['2.66', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
118,['PCO2'],Barrier properties of chitosan coated polyethylene,permeability,"(['2.08', '×', '10', '^', '−', '18'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
119,['PCO2'],Barrier properties of chitosan coated polyethylene,permeability,"(['1.02', '×', '10', '^', '−', '17'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
120,['WVP'],Barrier properties of chitosan coated polyethylene,permeability,"(['0.22', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
121,['WVP'],Barrier properties of chitosan coated polyethylene,permeability,"(['7.00', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
122,['WVP'],Barrier properties of chitosan coated polyethylene,permeability,"(['3.80', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
123,['WVP'],Barrier properties of chitosan coated polyethylene,permeability,"(['3.48', '×', '10', '^', '−', '10'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
124,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['1', '×', '10', '^', '−', '1'], ['g', '/', 'm', 'day', 'atm'])",QUANTITY
125,,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['2', '–', '2', '-', 'diphenyl', '-', '1', '-', 'picryhydrazyl']",SYMBOLIC
126,"['oxygen', 'barriers']",Barrier and mechanical properties of carrot puree films,permeability,"(['20.27', '±', '0.07'], ['cm', '^', '3', '/', 'm', 's', 'Pa'])",QUANTITY
127,"['oxygen', 'barriers']",Barrier and mechanical properties of carrot puree films,permeability,"(['14.57', '±', '0.18'], ['cm', '^', '3', '/', 'm', 's', 'Pa'])",QUANTITY
128,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.00784'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
129,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.01352'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
130,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.01442'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
131,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.01322'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
132,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['fish', 'gelatin', '/', 'nanoclay', 'composite', 'films']",SYMBOLIC
133,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.0163'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
134,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.019'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
135,['WVP'],Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,permeability,"(['0.009'], ['g', 'm', '/', 'm', '^', '2', 'day', 'kPa'])",QUANTITY
136,,Gas transport properties of polypropylene clay composite membranes,packaging,"['polypropylene', '/', 'clay', 'composite', 'membranes']",SYMBOLIC
137,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['nylon', '6', '-', 'montmorillonite', 'nanocomposite']",SYMBOLIC
138,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyether-based', 'polyurethane–silica', 'membranes']",SYMBOLIC
139,,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['polyethylene-layered', 'silicate', 'nanocomposites']",SYMBOLIC
140,,Water vapour permeability of poly(lactic acid) nanocomposites,packaging,"['poly', '(', 'lactic', 'acid', ')', 'nanocomposites']",SYMBOLIC
141,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'nanocomposite', 'membranes']",SYMBOLIC
142,,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,method,"['ASTM', 'Standard', 'Method', 'E', '96', '-', '00']",SYMBOLIC
143,,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,method,"['ASTM', 'Standard', 'Method', 'E', '96', '-', '00']",SYMBOLIC
144,,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",method,"['modified', 'ASTM', 'Method', 'E', '96', '-', '95']",SYMBOLIC
145,,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT', 'in', 'the', 'polypropylene', 'composites']",SYMBOLIC
146,,A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,packaging,"['PES', '/', 'TiO2', 'mixed', 'matrix', 'membranes']",SYMBOLIC
147,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,packaging,"['Polyamide', '6', '–', 'montmorillonites', 'films']",SYMBOLIC
148,,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['crosslinked', 'polyester–clay', 'nanocomposites']",SYMBOLIC
149,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'CL-UE400S60', '5', '\xa0', 'wt', '%']",SYMBOLIC
150,['OTR'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['2000'], ['cc', '/', 'm', '^', '2', '×', 'day'])",QUANTITY
151,['OTR'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['466'], ['cc', '/', 'm', '^', '2', '×', 'day'])",QUANTITY
152,['OTR'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,permeability,"(['811'], ['cc', '/', 'm', '^', '2', '×', 'day'])",QUANTITY
153,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,packaging,"['corn–zein', 'coated', 'polypropylene', 'films']",SYMBOLIC
154,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,packaging,"['corn–zein', 'coating', 'solution', 'by', 'PEG']",SYMBOLIC
155,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'composite', 'membrane']",SYMBOLIC
156,,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,impact_factor_component,"['Poly', '(', 'ethylene', 'terephthalate', ')']",SYMBOLIC
157,['WVTR'],Application of bioplastics for food packaging,permeability,"(['75'], ['g', '/', 'm', '^', '2', '/', 'day'])",QUANTITY
158,,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,method,"['Standard', 'ASTM-E96', '/', 'E96', '-', '05']",SYMBOLIC
159,,Barrier properties of chitosan coated polyethylene,impact_factor_component,"[',', 'low', 'density', 'polyethylene', 'film']",SYMBOLIC
160,,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['4,4', '′', '-', 'diaminodiphenyl', 'sulfone']",SYMBOLIC
161,['WVTR'],Application of bioplastics for food packaging,permeability,"(['65'], ['g', '/', 'm', '^', '2', '/', 'day'])",QUANTITY
162,['WVTR'],Application of bioplastics for food packaging,permeability,"(['1'], ['g', '/', 'm', '^', '2', '/', 'day'])",QUANTITY
163,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['PBI–silica', 'nano-composite', 'membranes']",SYMBOLIC
164,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PBI–silica', 'nanocomposite', 'membranes']",SYMBOLIC
165,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['PBI–silica', 'nanocomposite', 'membranes']",SYMBOLIC
166,,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT', '–', 'polypropylene', 'composites']",SYMBOLIC
167,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['PBI–silica', 'nano-composite', 'membrane']",SYMBOLIC
168,,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",packaging,"['methylcellulose-based', 'edible', 'films']",SYMBOLIC
169,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,packaging,"['corn–zein', 'coating', 'on', 'PP', 'film']",SYMBOLIC
170,,Barrier and surface properties of chitosan-coated greaseproof paper,packaging,"['chitosan-coated', 'greaseproof', 'paper']",SYMBOLIC
171,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['polylactide', '(', 'PLA', ')', 'polymer']",SYMBOLIC
172,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PU–silica', 'nanocomposite', 'membranes']",SYMBOLIC
173,,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,packaging,"['micro-perforated', 'poly-lactic', 'acid']",SYMBOLIC
174,,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",method,"['STM', 'standard', 'method', 'D', '3985']",SYMBOLIC
175,,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT-polypropylene', 'nanocomposites']",SYMBOLIC
176,,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,packaging,"['chitosan–glycerol', 'blend', 'films']",SYMBOLIC
177,['p0'],Gas transport properties of polypropylene clay composite membranes,partial_pressure_difference,"(['1.33', '×', '10', '^', '5'], ['Pa'])",QUANTITY
178,['p1'],Gas transport properties of polypropylene clay composite membranes,partial_pressure_difference,"(['1.33', '×', '10', '^', '3'], ['Pa'])",QUANTITY
179,,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,packaging,"['polyethylene–clay', 'nanocomposites']",SYMBOLIC
180,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,packaging,"['corn–zein', 'coated', 'PP', 'films']",SYMBOLIC
181,"['oxygen', 'permeability']",Barrier properties of chitosan coated polyethylene,permeability,"(['1.32'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
182,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,impact_factor_component,"['Cloisite', '^', '®', 'Na', '^', '+']",SYMBOLIC
183,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['hybrid', 'PBI–silica', 'membranes']",SYMBOLIC
184,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['PBI–silica', 'hybrid', 'membranes']",SYMBOLIC
185,"['oxygen', 'permeability']",Barrier properties of chitosan coated polyethylene,permeability,"(['514'], ['g', '/', 'm', 's', 'Pa'])",QUANTITY
186,,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",packaging,"['antioxidant', 'polylactic', 'acid']",SYMBOLIC
187,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['PBI–silica', 'hybrid', 'membranes']",SYMBOLIC
188,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')']",SYMBOLIC
189,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['poly', '(', 'lactic', 'acid', ')']",SYMBOLIC
190,['chitosan'],Barrier and surface properties of chitosan-coated greaseproof paper,component_qty_value,"(['2.4'], ['g', '/', 'm', '^', '2'])",ADDIMENTIONNAL
191,['pressure'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,partial_pressure_difference,"(['3', '×', '10', '^', '5'], ['Pa'])",QUANTITY
192,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,packaging,"['polyurethane–silica', 'membranes']",SYMBOLIC
193,,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['Polyester–clay', 'nanocomposites']",SYMBOLIC
194,['chitosan'],Barrier and surface properties of chitosan-coated greaseproof paper,component_qty_value,"(['5.2'], ['g', '/', 'm', '^', '2'])",ADDIMENTIONNAL
195,,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,packaging,"['starch', 'nanocomposite', 'films']",SYMBOLIC
196,['AlOx'],Application of bioplastics for food packaging,component_qty_value,"(['310'], ['g', '/', 'm', '^', '2'])",ADDIMENTIONNAL
197,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['poly', '(', 'lactic', 'acid', ')']",SYMBOLIC
198,,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')']",SYMBOLIC
199,['AlOx'],Application of bioplastics for food packaging,component_qty_value,"(['210'], ['g', '/', 'm', '^', '2'])",ADDIMENTIONNAL
200,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,impact_factor_component,"['polyurethane–silica', 'membranes']",SYMBOLIC
201,,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polyester–clay', 'nanocomposites']",SYMBOLIC
202,"['carbon', 'black', '/', 'HDPE']",Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,component_qty_value,"(['40'], ['g', 'kg', '^', '−', '1'])",ADDIMENTIONNAL
203,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['Poly', '(', 'lactic', 'acid', ')']",SYMBOLIC
204,"['TiO2', '/', 'HDPE']",Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,component_qty_value,"(['20'], ['g', 'kg', '^', '−', '1'])",ADDIMENTIONNAL
205,,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polyester–clay', 'nanocomposite']",SYMBOLIC
206,['PLA'],Application of bioplastics for food packaging,component_qty_value,"(['35'], ['g', '/', 'm', '^', '2'])",ADDIMENTIONNAL
207,,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,packaging,"['OMMT-polypropylene', 'composite']",SYMBOLIC
208,"['CO2', 'permeation']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,permeability,"(['56.3', '±', '1.8'], ['barrer'])",QUANTITY
209,"['CO2', 'permeability']",Gas barrier properties of nanocomposites based on in situ polymerized poly(n-butyl methacrylate) in the presence of surface modified montmorillonite,permeability,"(['24.6', '±', '0.9'], ['barrer'])",QUANTITY
210,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['PLA', '4032D', 'nanocomposites']",SYMBOLIC
211,,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['sorbitol–starch–water', 'films']",SYMBOLIC
212,,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid),impact_factor_component,"['low', 'density', 'polyethylene']",SYMBOLIC
213,,Structure–property relationships in cross-linked polyester–clay nanocomposites,packaging,"['polymer–clay', 'nanocomposites']",SYMBOLIC
214,,Suitability of novel galactomannans as edible coatings for tropical fruits,packaging,"['corn', 'starch-based', 'films']",SYMBOLIC
215,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['Gelatin', '200', 'bloom-fish']",SYMBOLIC
216,,Suitability of novel galactomannans as edible coatings for tropical fruits,method,"['ASTM', 'D', '3985', '-', '02']",SYMBOLIC
217,,Effect of light transmittance and oxygen permeability of various packaging materials on keeping quality of low fat pasteurized milk,impact_factor_component,"['high-density', 'polyethylene']",SYMBOLIC
218,,Barrier and surface properties of chitosan-coated greaseproof paper,method,"['ASTM', 'D', '3985', '-', '95']",SYMBOLIC
219,,Synthesis of thermal and chemical resistant oxygen barrier starch with reinforcement of nano silicon carbide,method,"['ASTM', 'F', '316', '-', '86']",SYMBOLIC
220,,"Dispersion of SiC nanoparticles in cellulose for study of tensile, thermal and oxygen barrier properties",method,"['ASTM', 'F', '316', '-', '86']",SYMBOLIC
221,,"Cellulose nanobiocomposites with reinforcement of boron nitride  Study of thermal, oxygen barrier and chemical resistant properties",method,"['ASTM', 'F', '316', '-', '86']",SYMBOLIC
222,,Barrier properties of model epoxy nanocomposites,impact_factor_component,"['Jeffamine', '^', '®', 'M600']",SYMBOLIC
223,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,temperature,"(['20', '±', '1'], ['°', 'C'])",QUANTITY
224,,Barrier and mechanical properties of carrot puree films,temperature,"(['25', '±', '2'], ['°', 'C'])",QUANTITY
225,,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,temperature,"(['20', '±', '1'], ['°', 'C'])",QUANTITY
226,,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",temperature,"(['23', '±', '1'], ['°', 'C'])",QUANTITY
227,,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,temperature,"(['25', '±', '1'], ['°', 'C'])",QUANTITY
228,,Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,temperature,"(['25', '±', '1'], ['°', 'C'])",QUANTITY
229,,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['soy', 'protein', 'isolate']",SYMBOLIC
230,,Antiplasticisation and oxygen permeability of starch–sorbitol films,packaging,"['starch–sorbitol', 'films']",SYMBOLIC
231,"['NaOH', 'solution']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.25'], ['wt', '.', '%'])",ADDIMENTIONNAL
232,['NaOH'],Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,component_qty_value,"(['1.0'], ['mol', '/', 'l'])",ADDIMENTIONNAL
233,,Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,impact_factor_component,"['Nanofil', '^', '®', '757']",SYMBOLIC
234,,"Tensile, water vapor barrier and antimicrobial properties of PLA nanoclay composite films",impact_factor_component,"['PLA', 'polymer', 'matrix']",SYMBOLIC
235,"['modified', 'cellulose', 'nanocrystals']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.6'], ['wt', '.', '%'])",ADDIMENTIONNAL
236,"['dilute', 'CNC', 'suspension']",Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['0.1'], ['wt', '.', '%'])",ADDIMENTIONNAL
237,['silica'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['2.5'], ['wt', '.', '%'])",ADDIMENTIONNAL
238,"['relative', 'humidity', 'differentials']",Barrier properties of chitosan coated polyethylene,relative_humidity,"(['30', '/', '100'], ['%'])",QUANTITY
239,['montmorillonite'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['7.5'], ['wt', '.', '%'])",ADDIMENTIONNAL
240,['montmorillonite'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['2.5'], ['wt', '.', '%'])",ADDIMENTIONNAL
241,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",packaging,"['pure', 'gelatin', 'film']",SYMBOLIC
242,['clay'],Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['3.7'], ['wt', '.', '%'])",ADDIMENTIONNAL
243,['MMT'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['0.5'], ['wt', '.', '%'])",ADDIMENTIONNAL
244,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,packaging,"['PU', '/', 'CL-UE400S60']",SYMBOLIC
245,['glycerol'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['20'], ['wt', '.', '%'])",ADDIMENTIONNAL
246,"['relative', 'humidity', 'differentials']",Barrier properties of chitosan coated polyethylene,relative_humidity,"(['30', '/', '75'], ['%'])",QUANTITY
247,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,impact_factor_component,"['polyurethane', 'matrix']",SYMBOLIC
248,,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,impact_factor_component,"['PU', '/', 'CL-UE400S00']",SYMBOLIC
249,['corn–zein'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['15'], ['wt', '.', '%'])",ADDIMENTIONNAL
250,['RH'],Exploring the potentialities of using lignocellulosic fibres derived from three food by-products as constituents of biocomposites for food packaging,relative_humidity,"(['0', '–', '100'], ['%'])",QUANTITY
251,['clay'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,component_qty_value,"(['18'], ['wt', '.', '%'])",ADDIMENTIONNAL
252,,Suitability of novel galactomannans as edible coatings for tropical fruits,packaging,"['galactomannan', 'films']",SYMBOLIC
253,['ethanol'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['70'], ['wt', '.', '%'])",ADDIMENTIONNAL
254,['ethanol'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['95'], ['wt', '.', '%'])",ADDIMENTIONNAL
255,['silica'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['10'], ['wt', '.', '%'])",ADDIMENTIONNAL
256,['silica'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['20'], ['wt', '.', '%'])",ADDIMENTIONNAL
257,['nanoclays'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['0'], ['wt', '.', '%'])",ADDIMENTIONNAL
258,['starch'],Experimental and modelling studies of transport in starch nanocomposite films as affected by relative humidity,component_qty_value,"(['3'], ['wt', '.', '%'])",ADDIMENTIONNAL
259,['TiO2'],A comparison on gas separation between PES (polyethersulfone) MMT (Na-montmorillonite) and PES TiO2 mixed matrix membranes,component_qty_value,"(['4'], ['wt', '.', '%'])",ADDIMENTIONNAL
260,['microfibres'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['4'], ['wt', '.', '%'])",ADDIMENTIONNAL
261,,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,impact_factor_component,"['PLA', 'resin', '3051D']",SYMBOLIC
262,['modified'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['5'], ['wt', '.', '%'])",ADDIMENTIONNAL
263,"['relative', 'humidity', 'differentials']",Barrier properties of chitosan coated polyethylene,relative_humidity,"(['0', '/', '33'], ['%'])",QUANTITY
264,"['organo-modified', 'montmorillonite']",Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['8'], ['wt', '.', '%'])",ADDIMENTIONNAL
265,"['organo-modified', 'montmorillonite']",Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['0'], ['wt', '.', '%'])",ADDIMENTIONNAL
266,['s-CNC'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['1'], ['wt', '.', '%'])",ADDIMENTIONNAL
267,,Enhancement of the gas separation properties of polybenzimidazole (PBI) membrane by incorporation of silica nano particles,packaging,"['PBI–silica', 'hybrids']",SYMBOLIC
268,['montmorillonite'],Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,component_qty_value,"(['4'], ['wt', '.', '%'])",ADDIMENTIONNAL
269,['nanocrystals'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['3'], ['wt', '.', '%'])",ADDIMENTIONNAL
270,['corn–zein'],Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,component_qty_value,"(['5'], ['wt', '.', '%'])",ADDIMENTIONNAL
271,,Water vapour permeability of poly(lactic acid) nanocomposites,impact_factor_component,"['PLA', 'nanocomposites']",SYMBOLIC
272,"['PIM', '-', '1']",Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),component_qty_value,"(['2'], ['wt', '.', '%'])",ADDIMENTIONNAL
273,"['methylene', 'chloride']",Gas permeation properties of poly(lactic acid),component_qty_value,"(['5'], ['wt', '.', '%'])",ADDIMENTIONNAL
274,['silica'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,component_qty_value,"(['5'], ['wt', '.', '%'])",ADDIMENTIONNAL
275,['nanocrystals'],Effects of modified cellulose nanocrystals on the barrier and migration properties of PLA nano-biocomposites,component_qty_value,"(['2'], ['wt', '.', '%'])",ADDIMENTIONNAL
276,,Edible oxygen barrier bilayer film pouches from corn zein and soy protein isolate for olive oil packaging,impact_factor_component,"['SPI', 'film', 'layers']",SYMBOLIC
277,['clay'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,component_qty_value,"(['0'], ['wt', '.', '%'])",ADDIMENTIONNAL
278,['OMMT'],Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,component_qty_value,"(['8'], ['wt', '.', '%'])",ADDIMENTIONNAL
279,,"Characterization of an antioxidant polylactic acid (PLA) film prepared with Î±-tocopherol, BHT and polyethylene glycol using film cast extruder",impact_factor_component,"['PLA', '4000', 'resin']",SYMBOLIC
280,,"Effect of clay content, homogenization RPM, pH, and ultrasonication on mechanical and barrier properties of fish gelatin montmorillonite nanocomposite films",impact_factor_component,"['Hydrochloric', 'acid']",SYMBOLIC
281,,Properties of polyethylene-layered silicate nanocomposites prepared by melt intercalation with a PP-g-MA compatibilizer,impact_factor_component,"['hydrochloric', 'acid']",SYMBOLIC
282,,Gas transport behavior of mixed-matrix membranes composed of silica nanoparticles in a polymer of intrinsic microporosity (PIM-1),impact_factor_component,"['Cabosil', 'TS', '530']",SYMBOLIC
283,,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,impact_factor_component,"['corn–zein', 'coating']",SYMBOLIC
284,,Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,impact_factor_component,"['hydrochloric', 'acid']",SYMBOLIC
285,,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling,impact_factor_component,"['Polyamide', 'pellets']",SYMBOLIC
286,['oxygen'],Gas separation properties of polyether-based polyurethane–silica nanocomposite membranes,permeability,"(['186.47'], ['barrer'])",QUANTITY
287,['DMT'],Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,component_qty_value,"(['Two'], ['kilograms'])",ADDIMENTIONNAL
