,Document,Info,Text
240,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Crystalline structure of the polyamide matrix', 'figure']"," XRD patterns of the different films (a) neat PA matrix and nanocomposites: (b) PANC6, (c) PANC10 and (d) PANC13 (shifted curves) ."
241,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Crystalline structure of the polyamide matrix', 'figure']"," DSC first scan (a) and DSC second scan (b) relative to the different films (♦) neat PA matrix, (□) PANC6, (×) PANC10 and (-) PANC13 nanocomposites ."
242,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Crystalline structure of the polyamide matrix', 'figure']", Evolution of the γ phase fraction as a function of the montmorillonite content .
243,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Background']"," The gas permeation in an homogeneous pure polymer matrix is governed by a diffusion / solubility mechanism [36]. The diffusion coefficient (D) describes the kinetic aspect of the transport whereas the solubility coefficient (S) reflects the penetrant / polymer affinity and the thermodynamic aspect of the transport. In the case of a fickian transport, the permeability coefficient (P) can be expressed by the following law:(1)P=DSwhere P represents the volumetric gas flow rate going, in steady-state conditions, through a defined membrane area submitted to a fixed pressure gradient and normalized on membrane thickness. Eq. (1) has also been often considered to describe the gas transport properties of composites composed of impermeable fillers dispersed in a polymer matrix [3], [37]. If one assumes that the matrix local characteristics are not affected by the presence of particles and that the polymer / filler interactions are strong enough to avoid void creation at the interface, the gas solubility in the binary system can be expressed as:(2)S=(1-ϕ)S0where S0 is the solubility coefficient in the neat polymer, S the solubility coefficient in the nanocomposites, and, ϕ is the filler volume fraction. As far as the particles act as impermeable obstacles, the diffusing molecules have to follow a more tortuous path to go through the composite film. The diffusion rate is slow down and it can be expressed by Eq. (3):(3)D=D0τwhere D0 is the diffusion coefficient in the pure polymer, D the diffusion coefficient in the nanocomposites and τ is the tortuosity. Combining Eqs. (1), (2), (3) leads to the following expression of the relative permeability, i.e. the permeability of the nanocomposite ratioed to the permeability of the neat matrix:(4)PP0=1-ϕτwhere P0 is the permeability coefficient in the pure polymer and P is the permeability coefficient in the nanocomposites. Different models [6], [7], [8], [9], [10], [11], [12], [38] have been proposed in the literature to describe the tortuosity and as a consequence the decrease of permeability induced by the dispersion of impermeable lamellar fillers in a polymer matrix. As the TEM analyses of the PA6 nanocomposites films showed that the long axis of the silicate layers were oriented parallel to the film surface, we will only consider in the following part of the paper, the models concerned with this optimal filler orientation. First, we focussed on models based on the dispersion of monodisperse impermeable objects [6], [7], [8], [9], [10], [11]. Table 3 presents for each considered model, the geometry of the dispersed fillers, the type of dispersion that is taken into account and the expression of the tortuosity factor τ. Three geometries of impermeable fillers have been considered, i.e. ribbons, hexagonal flakes and disks, leading to different values of the aspect ratio, α, defined in Table 3. Nielsen’ model [6] assumes a regular array of ribbons of infinite length, of finite width, w, and thickness, t. According to Fredrickson and Bicerano [8], Nielsen’ model is accurate in the dilute regime but it is considered as inadequate by Cussler and co-workers [11] when the fillers concentration is semi-dilute, i.e. when the fillers concentration is low but the fillers overlap (ϕ ≪ 1 but αϕ ≫ 1). Thus new modelling have been recently proposed in order to take different types of array of the dispersed impermeable objects and also different shapes of these objects into account [11], [12]. In their modelling, Cussler and co-workers [9], [10], [11] consider two types of filler shapes (ribbons and hexagonal flakes) and different types of filler dispersion (from perfectly aligned to random dispersion). In all Cussler equations [9], [10], the factor αϕ is squared contrary to the Nielsen model. A geometric factor, μ, has also been introduced to take into account the shape, the regularity and the alignment of the fillers. However, the papers of this group include various versions of the predictive laws. We decided to consider equations that take into account the decrease of the solubility due to the presence of impermeable fillers. Additionally, the formulae presented in Table 3 differ by a factor 2 from original ones due to a slightly different definition of the aspect ratio α. It can also be observed from Table 3 that Cussler’ equation developed for a random array of ribbons slightly differs in this form from the other ones. Random dispersions of disks were considered by Fredrickson-Bicerano [8] and Gusev-Lusti [7] models respectively. In order to take into account the solubility decrease, Takahashi et al. [13] proposed to add the factor (1-ϕ) to the original polynomial formula from Fredrickson and Bicerano [8]. The equation proposed by Gusev and Lusti [7], i.e. an exponential function of αϕ, was obtained by finite element calculations. In that case also, we proposed to modify the initial equation with respect to the solubility effects. In addition to these models considering monodisperse fillers, we also considered Cussler-Lape’ model [11], which is a model based on polydisperse ribbons. Indeed, the morphological analysis of the PA6 based nanocomposites underlined a distribution in the size of the dispersed fillers. In Cussler-Lape’ model [11], the ribbon thickness, t, is supposed to be constant and a discrete distribution of the ribbon width, w, is considered. The relative permeability is given by the following equation:(5)PP0=1-ϕ1+(1 / 3(ϕ / (t∑iniwi))∑iniwi2)2 In the following part of this paper, the permeability results will be discussed as a function of the OMMT content and will be fitted by the different equations presented. Curve fitting efficiency was estimated from the classical coefficient R^2 and the residual sum of squares, RSS:RSS=∑(yexp-ycalc)2where yexp and ycalc are the reported experimental values and corresponding calculated values, respectively. The RSS value obtained from the regression of a given set of experimental data by different models allowed a direct and statistically significant comparison of the results obtained by the different fittings. "
244,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Background', 'table']", Description of the different models based on the dispersion of monodisperse impermeable flakes in a permeable matrix.
245,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion']"," Whatever the diffusing molecule, i.e. helium, dihydrogen, dioxygen or water, the nanocomposites have improved gas barrier properties in comparison with the neat PA6 film (Table 1). As revealed in Fig. 7, the relative permeability is significantly reduced by the addition of increasing amounts of organo-modified montmorillonites. Considering the uncertainty on the permeability values (∼5% ), it can be assumed that the relative permeability does not depend on the nature of the diffusing molecule and that a tortuosity effect is at the origin of the permeability decrease. Furthermore, the previous morphological analysis led to very similar mean aspect ratios of the dispersed fillers for all the nanocomposite films (see Table 2). Then, we could use the equations based on geometrical assumptions to fit the experimental permeability results and we considered in the first step of the modelling approach, the different equations developed for monodisperse impermeable flakes. For all models, it was necessary to determine at first and for each nanocomposite, the volume fraction of the impermeable phase, ϕ. ϕ was calculated according to the following conventional formula:(6)1ϕ=1+ρi(1-μi)ρpμiwith ρ the density, μ the weight fraction and the subscripts i and p referring to the impermeable and the permeable phases, respectively. The density value of the permeable phase was taken as equal to 1.13, i.e. the PA6 density value. We did not consider the contribution of the surfactant layer to the impermeable phase. Indeed most of the dispersed objects were composed of less than 5 silicate layers and the fraction of micron size agglomerates was very low (less than 1% ). The value of ρi was then taken as equal to 2.83 and μi was defined as the inorganic weight fraction determined by TGA. We determined for each model the theoretical mean aspect ratio, αcalc, that allowed the most accurate description of the experimental relative permeability curves (Table 4). The values of αcalc were also reported in Fig. 8, except for Cussler model with μ = 2 / 27 that led to extremely high and unrealistic αcalc values (values higher than 100, see Table 4). The straight line representative of the experimental mean aspect ratio, αexp, was added in the figure and the results were discussed according to two major considerations: (i) the ability of each model to describe the experimental relative permeability curves and (ii) the consistency of the calculated aspect ratios in comparison with the experimental values determined by the morphological analysis. Concerning the first aspect, whatever the model, the calculated aspect ratios depend in some extent on the diffusing molecule (Fig. 8). As shown in Table 4, the variation of the aspect ratio around a mean calculated value (αcalc¯) is quite consistent with the experimental variation of the relative permeability values for Cussler’ models (in the range of 15% -20% ) but it is very important (around 40% ) for Fredrickson-Bicerano’ model. It is also noticed that Nielsen and Gusev-Lusti’ models give similar results. This observation was also reported in the literature [13]. As the modelling concerns low αϕ values, the tortuosity factor defined in the Gusev-Lusti’ equation can be approximated by its first order limited development in the vicinity of 0 leading to a linear function of αϕ (Eq. (7)), as in Nielsen equation(7)exp⁡αϕ3.470.71≈1+0.71αϕ3.47 At last, all the models from Cussler’ type offer the best accuracy to describe the experimental relative permeability curves. Indeed the correlation coefficients obtained for these models are higher than those obtained for the other ones (Table 4). Thus, from this first analysis of the modelling data, it seems that Cussler’ models are the most appropriate to describe the transport properties of the PA based nanocomposites films. Concerning now the second discussion aspect, i.e. the comparison between the theoretical and the experimental aspect ratios, we can observe that, except for the model developed by Cussler et al. considering a random array of ribbons, all the other models tend to significantly overestimate the calculated aspect ratios in comparison with the experimental ones. These results seem to be quite consistent with the TEM images of the nanocomposites. Indeed, even if the impermeable flakes are parallel to the film surface, their alignment cannot be considered as perfect. Nevertheless, Cussler model based on a random array of ribbons still slightly overestimates the aspect ratio and does not take account of the polydispersity of the flakes aspect ratios evidenced by the detailed morphological analysis. We used then Cussler-Lape’ model [10] that considers the same kind of ribbons dispersion, a constant ribbon thickness, t, but different ribbons widths, wi. For each nanocomposite, the ribbons thickness, t, was taken as equal to the mean thickness calculated from the different tactoids classes defined in the morphological analysis. According to the same morphological analysis, two values of wi were considered: wi = 88 nm for tactoids with less than five sheets and wi = 340 nm for micron size agglomerate, middle size tactoids and 5-10 sheets tactoids. The calculated relative permeability curves presented in Fig. 9a and b for He and H2, respectively, show that the calculated values at high loading; i.e. for PANC13 greatly differs from the experimental ones. These values are even higher than that obtained for PANC10. This result is attributed to the slightly different filler dispersion state observed on PANC13 in comparison with PANC6 and PANC10. Indeed, even if micron size agglomerates amounts are less than 1% in all the nanocomposites, the fraction of middle size tactoids have been found to be significantly higher in PANC13 in comparison with PANC10 and PANC6 (Table 2). Thanks to the complete description of the filler geometrical characteristics of the different nanocomposites, we slightly modified Cussler-Lape’ model by considering the real thickness of the tactoids and then the distribution of the aspect ratio values. The following equation was proposed:(8)PP0=1-ϕ1+(1 / 3)ϕ / ∑ini(wi / ti)∑ini(wi / ti)22 The curves relative to Eq. (8) show a better agreement with the experimental data (Fig. 9a and b). However, a slight discrepancy remains at high fillers loading where the equation still underestimates barrier properties. This result is explained by an inappropriate estimation of the impermeable phase volume fraction in PANC13 for which a significant amount of middle size agglomerates is observed. Indeed, the surfactant represents 30 wt.% of the filler. For middle size and micron size agglomerates we can consider that the surfactant is trapped between the nanoplatelets leading to a higher impermeable volume than that obtained for well exfoliated nanoplatelet sheets (Fig. 10). We considered then two different values of the density as a function of the tactoid size. The density value was kept equal to 2.83 for tactoids with less than 10 silicate sheets. We used the classical equation developed for two-phases systems to calculate the density value for middle size and micron size agglomerates considering the contribution of both the surfactant layer and the inorganic layer. This density value was equal to 1.83. The total impermeable volume fraction was then determined and reported in Eq. (8). As shown in Fig. 9, these new assumptions do not significantly modify the relative permeability calculated for PANC6 and PANC10 but they allow a more accurate description of the experimental results at high MMT content. It was then posible to model by the proposed approach, the barrier properties of nanocomposites with different filler dispersions, thus to describe the transport behaviour of nanocomposites for a wide range of composition. "
246,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion', 'figure']"," Evolution of the relative permeability as a function of the montmorillonite content for (♢) helium, (■) hydrogen, (×) water, and (-) oxygen ."
247,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion', 'figure']"," Values of the theoretical aspect ratio, αcalc, that allow to obtain the most accurate description of the experimental relative permeability curves for the different models based on monodisperse flakes and for the different studied gas (the added straight line gives the experimental value of the mean aspect ratio determined according to the morphological analysis, αexp) ."
248,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion', 'figure']"," Comparison for (a) helium and (b) hydrogen gases of the experimental relative permeability values and the theoretical permeability values calculated from: (—) Lape’ model, (--) modified Lape’ equation that considers the polydispersity of flake thicknesses and () the equation considering the polydispersity of flakes thickness and the surfactant layer ."
249,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion', 'figure']", Schematic representation of the impermeable volume for (A) middle size and micron size agglomerates and (B) single sheets or tactoids composed of few nanoplatelets .
250,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,"['Results and discussion', 'Gas permeation properties', 'Permeability results—modelling and discussion', 'table']", Theoretical aspect ratios determined from the fit of the experimental relative permeability curves by the different models based on the dispersion of monodisperse impermeable flakes in a permeable matrix.
251,Barrier properties of nylon 6-montmorillonite nanocomposite membranes prepared by melt blending Influence of the clay content and dispersion state Consequences on modelling.xml,['Conclusions']," Polyamide 6-montmorillonites films have been studied for a wide range of clay content (from 0 to 18 wt.% ). As shown by WAXS and TEM analyses, a good nanofiller dispersion was achieved for all films and a quantitative description of the morphology was provided for each nanocomposite. At low filler loading, i.e. less than 10 wt.% of inorganic amount, majority of the dispersed tactoids did not contain more than 5 nanoplatelet sheets. At higher loading, the number of middle size agglomerates (stacks of more than 10 nanoplatelet sheets) increased to about 21% . Despite this difference, it appeared that the mean filler aspect ratios, were similar, about 20, whatever the clay content in the nanocomposite. This value was low in comparison with the aspect ratio generally considered for an individual silicate sheet. Moreover, according to the film processing, i.e. film blowing, all the silicate layers lied in the plane of the film, corresponding to the optimal orientation for increased barrier properties. XRD and DSC analyses allowed the quantitative description of the crystalline structure of the polymer matrix in the neat PA and the nanocomposite films. All the films contained both α and γ phase and introducing increasing amounts of fillers in the PA matrix slightly enhanced γ phase formation. However, it appeared that the presence of clay did not modify the whole crystallinity. As a consequence, the variations of the permeability coefficient were only related to the amount, size and dispersion state of fillers. Nanocomposites exhibited superior barrier properties to helium, dihydrogen, dioxygen, and water in comparison with neat PA film. Different models were used to describe the experimental relative permeability decrease. As the mean impermeable flakes aspect ratio did not seem to depend on the nanocomposite composition, i.e. the nanofiller content, models based on monodisperse fillers were used first. Cussler’ model based on random dispersion of ribbons seemed to be the most appropriate to describe the nanocomposites behaviour. Nevertheless, all these models generally overestimated the value of the aspect ratio necessary to fit the experimental curves. The possible factors at the origin of this discrepancy, such as the polydispersity of the flakes aspect ratios, were discussed. Cussler-Lape’ model, based on a constant filler thickness but on a distribution of the fillers widths was applied to our systems. Unfortunately, this model did not allow the accurate description of the nanocomposites properties at high montmorillonite content. Thanks to the complete description of the filler geometrical characteristics for the nanocomposites, we modified Cussler-Lape’ model to take into account the distribution of the tactoids thickness values and also the contribution of the surfactant layer to the impermeable phase volume fraction for the larger agglomerates. The experimental permeability decrease was then accurately described by the proposed equation in all the range of clay content. Thus, more generally, the results presented in this work suggested that the conventional models based on monodisperse fillers were relevant in well exfoliated nanocomposites in agreement with the original assumption made by the different authors, i.e. the use of these models in dilute or semi-dilute regimes. The models tended to become less accurate as a distribution of the aspect ratios was observed and as the amount of higher size agglomerates became more important. This generally occured at higher filler contents. Models based on polydisperse fillers became then more appropriate to describe the decrease of relative permeability, since they enhanced the effects of larger agglomerates. Nevertheless it seemed important to consider in these models not only the polydispersity of filler width but also the polydispersity of filler thickness and to take account of the contribution of the surfactant layer to the impermeable phase when large agglomerates were observed. The Cussler-Lape’ equation was modified according to these assumptions and the modified equation allowed an accurate description of the nanocomposites transport properties in a wide range of filler content. "
252,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,['abstract']," A detailed study of the performance of blown films prepared from nanocomposites based on LDPE and a sodium ionomer of poly(ethylene-co-methacrylic acid) is reported. The organoclay content and film blowing conditions were varied to determine the effect of platelet concentration, exfoliation and orientation on film properties. Mechanical properties including stiffness, puncture resistance, and resistance to tear propagation were evaluated and compared to corresponding properties of unfilled polymer films. Permeability of the films to moisture and common atmospheric gases like oxygen, nitrogen, and carbon dioxide was also measured using standard testing methods. In general, films prepared from nanocomposites based on the ionomer exhibited greater improvements in mechanical and barrier properties over unfilled polymer compared to similar films prepared from nanocomposites based on LDPE. This is due to the greater degree of organoclay exfoliation achieved in the ionomer compared to LDPE. The addition of 3 wt% MMT to the ionomer increased the tensile modulus of blown films by an average of 50% without sacrificing much tear strength, puncture resistance or film extensibility. Gas permeability in these films was lowered by 40% and moisture transmission rate was reduced by 60% . "
253,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['abstract', 'keywords']",Blown films. 
254,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['abstract', 'keywords']",Nanocomposite. 
255,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['abstract', 'keywords']",Polyethylene. 
256,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,['Introduction']," Polymer-layered silicate nanocomposites prepared from the organically modified clay mineral montmorillonite (MMT) are of increasing interest for packaging applications [1], [2], [3], [4], [5], [6], [7], [8]. These composites offer the promise of improved mechanical and barrier properties over those of the matrix polymer owing to the nanoscale reinforcement and the tortuous diffusion path caused by dispersing the 1 nm thick, high aspect ratio aluminosilicate (clay) layers. In order to maximize these benefits it is necessary to attain high levels of organoclay exfoliation accompanied by a uniform distribution and proper orientation of the clay platelets. The formation of such nanocomposites from widely used, low-cost packaging polymers like low density polyethylene (LDPE) is of specific interest. Unfortunately, LDPE is highly inefficient at exfoliating the organoclays, since there is no favorable interaction with the polar surface of the clay [9], [10], [11]. While complete exfoliation of the organoclay in LDPE seems impossible, it is possible to improve the level of filler dispersion by carefully engineering the structure of the surfactant (surface treatment) used for preparing the organoclay [10], [11]. In contrast, ionomers, prepared by copolymerizing LDPE with small amounts of methacrylic acid (∼5 mol% ) followed by neutralization of some of the acid groups by metal bases [12], do a much better job of exfoliating these organoclays [10], [13], [14]. This has been attributed to the interactions of the ionic and acid groups in these polymers with the aluminosilicate surface of the clay. Such ionomers are widely used in a variety of packaging applications because of their clarity, barrier properties, high hot tack strength, low sealing temperatures, high clarity, and good formability [15]. In this study, we have evaluated the physical and barrier properties of blown films of nanocomposites prepared by melt mixing a suitable organoclay with LDPE and a sodium ionomer of poly(ethylene-co-methacrylic acid). The selection of these two polymers, thus, allows us a comparison of two systems that exhibit quite different levels of exfoliation. The choice of the film preparation method (film blowing as opposed to casting, compression molding, etc.) was dictated by the possibility of greater biaxial orientation of the platelets / agglomerates in films made by this process. The organoclay structure and melt processing conditions were optimized to form nanocomposites with acceptable levels of exfoliation. Films with thicknesses of 1 mil, 2 mil, and 3 mil were prepared by varying the draw down ratio at two different blow-up ratios to determine the effect of platelet concentration, exfoliation, and orientation on film performance. Mechanical properties including stiffness, puncture resistance, and resistance to tear propagation were evaluated and compared to corresponding properties of unfilled polymer films. Permeability of the films to moisture and common atmospheric gases like oxygen, nitrogen and carbon dioxide was also measured using standard testing methods. "
257,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,['Experimental']," A commercially available grade of LDPE, Novapol LF-0219A, and a sodium ionomer of poly(ethylene-co-methacrylic acid), Surlyn^® 8945 were used in this study. Selected properties of these materials are included in Table 1. The melting point and heat of fusion of the polymers were determined using DSC analysis, while, their crystallinity was calculated by dividing the respective heats of fusion by the heat of fusion for 100% crystalline polyethylene, 293 J / g [16]. DSC analyses were made with a Perkin Elmer DSC 7 using 10 mg of polymer excised from pellets. All samples were initially heated to 180 °C at 40 °C / min, held at that temperature for 5 min, and subsequently cooled to 0 °C at 5 °C / min. After holding at 0 °C for 3 min, the samples were reheated to 180 °C at 20 °C / min. The values reported in Table 1 were recorded on the second heating. The organically modified clay, designated here as M2(HT)2-140, was supplied by Southern Clay Products and was used as received. It was prepared by a cation exchange reaction between sodium montmorillonite and a two-tailed quaternary ammonium surfactant, dimethyl bis(hydrogenated-tallow) ammonium chloride (Arquad 2HT-75). The suffix 140 represents the MER loading level of the organoclay (see Table 1 for details), i.e., the clay is over-exchanged and the excess amine is within the galleries of the as-received organoclay. The choice of the organoclay was based upon recent studies exploring the effect of the surfactant structure on organoclay exfoliation in polyethylene [9], [10], [11] and the selected sodium ionomer of poly(ethylene-co-methacrylic acid) [13]. These studies revealed that higher levels of organoclay exfoliation could be achieved using surfactants with multiple alkyl tails on the ammonium ion rather than one tail and by using organoclays with excess surfactant rather than stoichiometric loading. This is believed to be the result of the better affinity these polymers have for the largely aliphatic organic modifier than for the pristine surface of the clay. In addition, the larger the number of alkyl tails, or larger the amount of surfactant, the more the silicate surface is shielded from the matrix; this combination of factors leads to better exfoliation of the organoclay. The polymers and the organoclay were melt mixed in a Werner-Pfleiderer ZSK25 twin screw co-rotating extruder (D = 25 mm, L / D = 48) at 190 °C, using a feed rate of 40 lb / h to form nanocomposites with 1 and 3 wt% MMT. The filler and the matrix were added to the extruder using two separate feed-ports. Polymer was fed using an upstream port while the clay was added to the molten polymer using a downstream port. Prior experience [17], [18] has revealed better organoclay exfoliation in nanocomposites formed using such a feeding system, rather than feeding the clay and the polymer together in the upstream region of the extruder, which mainly consists of kneading blocks. Blown films were prepared from the polymers and their nanocomposites at 190 °C using a 38 mm Davis Standard extruder fitted with a 10.16 cm Sano Spiral-Mandrel film die and a dual lip-air ring, at two different blow-up ratios (BUR), 2:1 and 3:1. The draw down ratio (DDR) was varied to form films with 1 mil, 2 mil, and 3 mil thicknesses, respectively (1 mil = 25.4 μm). BUR, a term commonly used in describing the processing conditions for blown films, is the ratio of the diameter of the final film ‘tube’ to the diameter of the die. DDR, another such term, is the ratio of the final film velocity, i.e., the velocity at the nip roll, to the initial polymer velocity, i.e., the average polymer velocity at the die exit. DDR and BUR are correlated by a simple mathematical equation: DDR = (Die gap) / [(film thickness) × (BUR)]. In all, 35 films were blown; it was not possible to blow film from the unfilled ionomer at one condition (3:1 BUR and 7 DDR) as bubble stability could not be maintained. Puncture resistance (dart impact strength), tensile properties, and resistance to tear propagation of the nanocomposite films in the machine direction (MD) and transverse direction (TD) were evaluated as per ASTM standards D1709, D882, and D1922, respectively, and the properties were compared to those of the corresponding unfilled polymer films. Permeability of the films to O2, N2 and CO2 gases were determined at 35 °C using a constant-volume-variable pressure method as described by Koros et al. [19]. The thickness of each film sample used for permeability measurements was confirmed using a micrometer screw. Moisture permeability of the films was determined as per ASTM standard F1249. Melt rheological measurements of the nanocomposites were made using an ARES torsional rheometer operated in an oscillatory mode at 190 °C in a nitrogen atmosphere. Compression molded disks (∼1.8-2.0 mm) were placed between the parallel plates of the rheometer. Once thermal equilibrium was achieved, the disks were squeezed between the parallel plates to 1.6 mm thickness, and the excess material was trimmed prior to the frequency sweep test. "
258,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Experimental', 'table']", Materials used in this study.
259,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Rheology of nanocomposites']"," Complex viscosities of the nanocomposites and the unfilled polymers are presented in Fig. 1. For both polymers, at low frequencies, the melt viscosity increases systematically with increasing clay content. This is consistent with the previous studies examining the rheological behavior of polymer clay nanocomposites [20], [21], [22], [23]. It is interesting to note that the magnitude of viscosity enhancement for the ionomer based nanocomposites is much greater than for the LDPE based nanocomposites. This is attributable to higher level of organoclay exfoliation in the ionomer based nanocomposites compared to the LDPE based nanocomposites as discussed earlier. In particular, the ionomer nanocomposite with 3 wt% MMT does not reveal a Newtonian plateau (at low shear rates) evident for the pure ionomer and for the nanocomposite containing 1 wt% MMT. This is consistent with the rheological signature for the formation of a network of clay platelets within the ionomer matrix. "
260,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Rheology of nanocomposites', 'figure']"," Complex viscosity of the unfilled polymers and nanocomposites prepared from (a) LDPE and (b) a sodium ionomer of poly(ethylene-co-methacrylic acid), Surlyn^® 8945 ."
261,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Visual morphology of blown films']"," The films produced exhibited good surface properties. As expected, samples prepared from the unfilled polymers were colorless, while those prepared from the nanocomposites had a yellowish tinge. All samples had a smooth texture, which was a significant improvement over previous trials when the samples had rough, sand-paper like texture [24]. This could be attributed to the acceptable levels of organoclay exfoliation achieved in these nanocomposites resulting from the use of an appropriate organoclay and optimum processing conditions. The clarity of the films was slightly compromised by the addition of organoclay. As shown in Fig. 2, the haze increases steadily with an increase in the clay content. All of the films produced, including those with the organoclay, contained very few visual imperfections such as gels or fisheyes. "
262,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Visual morphology of blown films', 'figure']", Percentage haze values of selected blown films prepared from LDPE and the Surlyn^® ionomer plotted as a function of the montmorillonite content .
263,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Mechanical properties of blown films']", Selected mechanical properties of the blown films prepared are listed in Table 2. 
264,Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid).xml,"['Results and discussion', 'Mechanical properties of blown films', 'table']", Selected mechanical properties of the blown films examined in this study.
