,Relation,Result_Argument,Arguments,Table,Caption,Segment,Document
48,H2O Permeability_Relation,"{'H2O Permeability': [['216.4', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Ecoflex\xa0+\xa0Ecovio/Ecovio/Ecoflex\xa0+\xa0Ecovio', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
49,O2 Permeability_Relation,"{'O2 Permeability': [['25.4', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Metallized PLA', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
50,H2O Permeability_Relation,"{'H2O Permeability': [['2.3', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Metallized PLA', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
51,CO2 Permeability_Relation,"{'CO2 Permeability': ['', '']}","{'Packaging': [['Cellophane™/Metal layer/PLA', ''], 'Film'], 'O2 Permeability': [['9.1', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH'], 'thickness': ['', ''], 'number_of_repetitions': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'method': ['', ''], 'partial_pressure_difference': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
52,O2 Permeability_Relation,"{'O2 Permeability': ['', '']}","{'Packaging': [['Cellophane™/Metal layer/PLA', ''], 'Film'], 'H2O Permeability': [['9.7', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
53,O2 Permeability_Relation,"{'O2 Permeability': [['45.7', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Paper/AlOx/PLA', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
54,H2O Permeability_Relation,"{'H2O Permeability': [['6.0', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Paper/AlOx/PLA', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
55,O2 Permeability_Relation,"{'O2 Permeability': [['617.6', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Bioska 504 (multilayer PLA)', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
56,H2O Permeability_Relation,"{'H2O Permeability': [['275.1', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Bioska 504 (multilayer PLA)', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
57,O2 Permeability_Relation,"{'O2 Permeability': [['11.01', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Natureflex™/PLA', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
58,H2O Permeability_Relation,"{'H2O Permeability': [['11.3', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Natureflex™/PLA', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
59,O2 Permeability_Relation,"{'O2 Permeability': [['10.5', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Cellophane™/PLA', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
60,H2O Permeability_Relation,"{'H2O Permeability': [['13.8', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Cellophane™/PLA', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
61,O2 Permeability_Relation,"{'O2 Permeability': [['142.1', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['PHB/Ecoflex', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
62,H2O Permeability_Relation,"{'H2O Permeability': [['80.6', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['PHB/Ecoflex', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
63,O2 Permeability_Relation,"{'O2 Permeability': [['3.7', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Xylophane A (coated on paper)', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
64,H2O Permeability_Relation,"{'H2O Permeability': [['24.3', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Xylophane A (coated on paper)', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
65,O2 Permeability_Relation,"{'O2 Permeability': [['6.0', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['Xylophane B (coated on paper)', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
66,H2O Permeability_Relation,"{'H2O Permeability': [['23.9', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['Xylophane B (coated on paper)', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
67,O2 Permeability_Relation,"{'O2 Permeability': [['46.8', 'Cubic Centimeter By Reciprocal Square Meter By Reciprocal Day'], 'Permeability O 2 a (cc/m 2 \xa0d) 23°C – 75% RH']}","{'Packaging': [['PLA tray', ''], 'Film'], 'method': ['', ''], 'number_of_repetitions': ['', ''], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'partial_pressure_difference': ['', ''], 'packaging': ['', ''], 'thickness': ['', ''], 'partial_pressure': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
68,H2O Permeability_Relation,"{'H2O Permeability': [['3.8', 'Gram By Reciprocal Square Meter By Reciprocal Day'], 'Permeability H 2 O a (g/m 2 \xa0d) 38°C – 90% RH']}","{'Packaging': [['PLA tray', ''], 'Film'], 'temperature': ['', ''], 'relative_humidity': ['', ''], 'thickness': ['', ''], 'packaging': ['', ''], 'partial_pressure': ['', ''], 'number_of_repetitions': ['', ''], 'method': ['', '']}",Table 3,Table 3 . Main characteristics multilayered biobased films.,['Main characteristics of different bioplastics'],Application of bioplastics for food packaging
69,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['1', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
70,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['2', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
71,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['3', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
72,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['4', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
73,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['5', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
74,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['6', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
75,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['7', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
76,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['8', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
77,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['9', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
78,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['10', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
79,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['11', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
80,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['12', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
81,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['13', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
82,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['14', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
83,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['15', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
84,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['16', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
85,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['17', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
86,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['LDPE', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['18', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
87,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['Ionomer', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['19', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
88,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['20', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
89,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['21', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
90,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['22', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
91,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['Ionomer', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['23', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
92,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['24', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
93,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['Ionomer', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['25', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
94,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['Ionomer', ''], 'Film no.'], 'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['26', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
95,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['2:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['27', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
96,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Packaging': [['Ionomer', ''], 'Film no.'], 'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'PackNumber': [['28', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
97,Impact_factor_component_relation,"{'Impact_factor_component': ['', '']}","{'Component_qty_value': [['3:1', 'Weigth percent'], 'MMT (wt%)'], 'Packaging': [['Ionomer', ''], 'Film no.'], 'PackNumber': [['29', 'One'], 'Film no.'], 'packnumber': ['', ''], 'packaging': ['', ''], 'component_qty_value': ['', '']}",Table 2,Table 2 . Selected mechanical properties of the blown films examined in this study,"['Results and discussion', 'Mechanical properties of blown films']",Blown films of nanocomposites prepared from low density polyethylene and a sodium ionomer of poly(ethylene-co-methacrylic acid)
